"id","code","name","definition","level","comments","parent_ids/id","source_id/id","system"
hc_base.subs_code_340005_hc_vs_substance_code,"340005","Enzyme variant","Enzyme variant (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_130943009_hc_vs_substance_code,"130943009","Epimerase","Epimerase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_130207009_hc_vs_substance_code,"130207009","Exoribonuclease","Exoribonuclease (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_129912000_hc_vs_substance_code,"129912000","Flavoprotein enzyme","Flavoprotein enzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_51162007_hc_vs_substance_code,"51162007","Holo-[acyl-carrier-protein] synthase","Holo-[acyl-carrier-protein] synthase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_74628008_hc_vs_substance_code,"74628008","Hydrolase","Hydrolase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_26160000_hc_vs_substance_code,"26160000","Isomerase","Isomerase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_1672007_hc_vs_substance_code,"1672007","Ligase","Ligase (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_21533003_hc_vs_substance_code,"21533003","Lyase","Lyase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_130209007_hc_vs_substance_code,"130209007","Metallocarboxypeptidase","Metallocarboxypeptidase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_130355006_hc_vs_substance_code,"130355006","Metalloproteinase","Metalloproteinase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_130945002_hc_vs_substance_code,"130945002","Mutase","Mutase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_130199008_hc_vs_substance_code,"130199008","Nucleosidase","Nucleosidase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_130352009_hc_vs_substance_code,"130352009","Omega peptidase","Omega peptidase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_129921004_hc_vs_substance_code,"129921004","Oxidase","Oxidase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_68101005_hc_vs_substance_code,"68101005","Oxidoreductase","Oxidoreductase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_129922006_hc_vs_substance_code,"129922006","Oxygenase","Oxygenase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_443590003_hc_vs_substance_code,"443590003","Pancreatic enzyme","Pancreatic enzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_387265002_hc_vs_substance_code,"387265002","Pancrelipase","Pancrelipase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_10102000_hc_vs_substance_code,"10102000","Plant enzyme","Plant enzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102794000_hc_vs_substance_code,"102794000","Proenzyme","Proenzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_130944003_hc_vs_substance_code,"130944003","Racemase","Racemase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259704001_hc_vs_substance_code,"259704001","Red cell enzyme","Red cell enzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_108962007_hc_vs_substance_code,"108962007","Sacrosidase","Sacrosidase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_719375007_hc_vs_substance_code,"719375007","Sebelipase alfa","Sebelipase alfa (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_44121006_hc_vs_substance_code,"44121006","Transferase","Transferase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259330000_hc_vs_substance_code,"259330000","Trapping enzyme","Trapping enzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259720006_hc_vs_substance_code,"259720006","White cell enzyme","White cell enzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259598009_hc_vs_substance_code,"259598009","Antichymotrypsin","Antichymotrypsin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259402001_hc_vs_substance_code,"259402001","Beta-galactosidase-alpha-neuraminidase-protective protein","Beta-galactosidase-alpha-neuraminidase-protective protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259622005_hc_vs_substance_code,"259622005","Inter-alpha-trypsin inhibitor","Inter-alpha-trypsin inhibitor (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_116189001_hc_vs_substance_code,"116189001","Protease inhibitor protein","Protease inhibitor protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_13787003_hc_vs_substance_code,"13787003","Protein secretory trypsin inhibitor","Protein secretory trypsin inhibitor (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259373009_hc_vs_substance_code,"259373009","Electron transfer flavoprotein","Electron transfer flavoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102664004_hc_vs_substance_code,"102664004","alpha globulin","alpha globulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_65699000_hc_vs_substance_code,"65699000","beta globulin","beta globulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_61425002_hc_vs_substance_code,"61425002","C reactive protein","C reactive protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_707547005_hc_vs_substance_code,"707547005","gamma 2 globulin","gamma 2 globulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_116648000_hc_vs_substance_code,"116648000","gamma globulin","gamma globulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_44411007_hc_vs_substance_code,"44411007","GC globulin","GC globulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102688002_hc_vs_substance_code,"102688002","Glycated albumin","Glycated albumin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_414355008_hc_vs_substance_code,"414355008","Glycopeptide antibiotic","Glycopeptide antibiotic (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259587008_hc_vs_substance_code,"259587008","3.8S Alpha-2 glycoprotein","3.8S Alpha-2 glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_17003006_hc_vs_substance_code,"17003006","alpha-1- Acid glycoprotein","alpha-1- Acid glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259596008_hc_vs_substance_code,"259596008","Alpha-2 pregnancy associated glycoprotein","Alpha-2 pregnancy associated glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_13858009_hc_vs_substance_code,"13858009","alpha>1x< Glycoprotein","alpha>1x< Glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_78736001_hc_vs_substance_code,"78736001","alpha>2< HS glycoprotein","alpha>2< HS glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_88404004_hc_vs_substance_code,"88404004","alpha>2< Neuramino glycoprotein","alpha>2< Neuramino glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_712630004_hc_vs_substance_code,"712630004","beta glucosidase activator","beta glucosidase activator (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_36343007_hc_vs_substance_code,"36343007","beta>2B< Glycoprotein","beta>2B< Glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_370000_hc_vs_substance_code,"370000","beta>2S< Glycoprotein","beta>2S< Glycoprotein (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_409881007_hc_vs_substance_code,"409881007","C>1","C>1<q esterase inhibitor (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_707967007_hc_vs_substance_code,"707967007","Chitinase-3-like protein 1","Chitinase-3-like protein 1 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102695006_hc_vs_substance_code,"102695006","Chromogranin","Chromogranin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_75777003_hc_vs_substance_code,"75777003","Cytokine","Cytokine (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_25027008_hc_vs_substance_code,"25027008","Glycoprotein hormone","Glycoprotein hormone (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_69563006_hc_vs_substance_code,"69563006","Heat labile alpha>1< glycoprotein","Heat labile alpha>1< glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_708046007_hc_vs_substance_code,"708046007","Human epididymis protein 4","Human epididymis protein 4 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_10669005_hc_vs_substance_code,"10669005","Lectin","Lectin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_111994001_hc_vs_substance_code,"111994001","Mucin","Mucin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_414983003_hc_vs_substance_code,"414983003","Ovomucin","Ovomucin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259635001_hc_vs_substance_code,"259635001","Pregnancy specific beta 1-glycoprotein","Pregnancy specific beta 1-glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102685004_hc_vs_substance_code,"102685004","Pregnancy specific protein 1","Pregnancy specific protein 1 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_115308005_hc_vs_substance_code,"115308005","Recombinant glycoprotein","Recombinant glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_89094007_hc_vs_substance_code,"89094007","Thrombospondin","Thrombospondin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_2575003_hc_vs_substance_code,"2575003","Zinc alpha>2< glycoprotein","Zinc alpha>2< glycoprotein (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_424446007_hc_vs_substance_code,"424446007","Cytochrome p450 enzyme","Cytochrome p450 enzyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_30065008_hc_vs_substance_code,"30065008","Adenosine deaminase","Adenosine deaminase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_255627005_hc_vs_substance_code,"255627005","Agglutinin","Agglutinin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259778002_hc_vs_substance_code,"259778002","Amyloid protein","Amyloid protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_299977009_hc_vs_substance_code,"299977009","Cathepsin","Cathepsin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_115482007_hc_vs_substance_code,"115482007","Eosinophilic cationic protein","Eosinophilic cationic protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_115481000_hc_vs_substance_code,"115481000","Eosinophilic major basic protein","Eosinophilic major basic protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102670005_hc_vs_substance_code,"102670005","Lactoferrin","Lactoferrin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_13477003_hc_vs_substance_code,"13477003","Lysozyme","Lysozyme (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_115490007_hc_vs_substance_code,"115490007","Myelin associate glycoprotein","Myelin associate glycoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259723008_hc_vs_substance_code,"259723008","Myeloperoxidase","Myeloperoxidase (substance)",5,"","base.snomed","http://snomed.info"
hc_base.subs_code_79396005_hc_vs_substance_code,"79396005","Purine-nucleoside phosphorylase","Purine-nucleoside phosphorylase (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259599001_hc_vs_substance_code,"259599001","Apolipoprotein","Apolipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_76672009_hc_vs_substance_code,"76672009","Cardiac lipoprotein","Cardiac lipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_707098006_hc_vs_substance_code,"707098006","Cholesterol in lipoprotein a","Cholesterol in lipoprotein a (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_17534000_hc_vs_substance_code,"17534000","Chylomicrons","Chylomicrons (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_9422000_hc_vs_substance_code,"9422000","High density lipoprotein","High density lipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259568002_hc_vs_substance_code,"259568002","Intermediate density lipoprotein","Intermediate density lipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_116661000_hc_vs_substance_code,"116661000","Lipoprotein (a)","Lipoprotein (a) (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_707106000_hc_vs_substance_code,"707106000","Lipoprotein midband A","Lipoprotein midband A (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_707107009_hc_vs_substance_code,"707107009","Lipoprotein midband B","Lipoprotein midband B (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_707108004_hc_vs_substance_code,"707108004","Lipoprotein midband C","Lipoprotein midband C (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_78851003_hc_vs_substance_code,"78851003","Lipoprotein-X","Lipoprotein-X (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_22244007_hc_vs_substance_code,"22244007","Low density lipoprotein","Low density lipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_79612000_hc_vs_substance_code,"79612000","Myelin","Myelin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_312260007_hc_vs_substance_code,"312260007","Non-HDL cholesterol","Non-high density lipoprotein cholesterol (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_103244006_hc_vs_substance_code,"103244006","Platelet factor 3","Platelet factor 3 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_710750000_hc_vs_substance_code,"710750000","Remnant lipoprotein","Remnant lipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_422248006_hc_vs_substance_code,"422248006","Surfactant","Surfactant (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_77499008_hc_vs_substance_code,"77499008","Very high density lipoprotein","Very high density lipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_56516007_hc_vs_substance_code,"56516007","Very low density lipoprotein","Very low density lipoprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_3771001_hc_vs_substance_code,"3771001","Neuromelanin","Neuromelanin (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_710037007_hc_vs_substance_code,"710037007","Beta-lactoglobulin","Beta-lactoglobulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_50593009_hc_vs_substance_code,"50593009","Casein","Casein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102697003_hc_vs_substance_code,"102697003","Lactalbumin","Lactalbumin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102692009_hc_vs_substance_code,"102692009","Acid mucopolysaccharide","Acid mucopolysaccharide (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_4104007_hc_vs_substance_code,"4104007","Chondroitin sulfate","Chondroitin sulfate (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_259442006_hc_vs_substance_code,"259442006","Heparan sulfate","Heparan sulfate (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_372877000_hc_vs_substance_code,"372877000","Heparin","Heparin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_38218009_hc_vs_substance_code,"38218009","Hyaluronic acid","Hyaluronic acid (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_18128003_hc_vs_substance_code,"18128003","Keratan sulfate","Keratan sulfate (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_79375003_hc_vs_substance_code,"79375003","Proteoglycan","Proteoglycan (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_77963009_hc_vs_substance_code,"77963009","Central myelin protein","Central myelin protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_24675006_hc_vs_substance_code,"24675006","Glial fibrillary acidic protein","Glial fibrillary acidic protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102743007_hc_vs_substance_code,"102743007","Myelin basic protein","Myelin basic protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_111999006_hc_vs_substance_code,"111999006","Peripheral myelin protein","Peripheral myelin protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_405827002_hc_vs_substance_code,"405827002","Breast cancer type 1 susceptibility protein","Breast cancer type 1 susceptibility protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_405828007_hc_vs_substance_code,"405828007","Breast cancer type 2 susceptibility protein","Breast cancer type 2 susceptibility protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_26721005_hc_vs_substance_code,"26721005","Cellular proto-oncogene MYC","Cellular proto-oncogene MYC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_48551004_hc_vs_substance_code,"48551004","Fusion oncogene protein","Fusion oncogene protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_56564003_hc_vs_substance_code,"56564003","Fusion protein BCR-ABL","Fusion protein BCR-ABL (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_62775003_hc_vs_substance_code,"62775003","Fusion protein GAG-ONC","Fusion protein GAG-ONC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_70623008_hc_vs_substance_code,"70623008","Fusion protein GAG-POL","Fusion protein GAG-POL (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_63652009_hc_vs_substance_code,"63652009","Oncogene protein C-ABL","Oncogene protein bcl-1 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_91245003_hc_vs_substance_code,"91245003","Oncogene protein C-MYC","Oncogene protein bcl-2 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_71288000_hc_vs_substance_code,"71288000","Oncogene protein GP120, V-FMS","Oncogene protein C-ABL (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_112213001_hc_vs_substance_code,"112213001","Oncogene protein GP140, V-FMS","Oncogene protein c-ets (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_75277002_hc_vs_substance_code,"75277002","Oncogene protein H-RAS","Oncogene protein c-fes (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_44368005_hc_vs_substance_code,"44368005","Oncogene protein HER-2/neu","Oncogene protein c-fms (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_85460009_hc_vs_substance_code,"85460009","Oncogene protein K-RAS","Oncogene protein c-fos (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_78242001_hc_vs_substance_code,"78242001","Oncogene protein KS3","Oncogene protein C-MYC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_62902008_hc_vs_substance_code,"62902008","Oncogene protein L-MYC","Oncogene protein fins (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_54375002_hc_vs_substance_code,"54375002","Oncogene protein LYL","Oncogene protein GP120, V-FMS (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_83696003_hc_vs_substance_code,"83696003","Oncogene protein LYL1","Oncogene protein GP140, V-FMS (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_88426003_hc_vs_substance_code,"88426003","Oncogene protein N-MYC","Oncogene protein H-RAS (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_44225006_hc_vs_substance_code,"44225006","Oncogene protein N-RAS","Oncogene protein HER-2/neu (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_64563009_hc_vs_substance_code,"64563009","Oncogene protein P190, BCR-ABL","Oncogene protein int-2 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_112214007_hc_vs_substance_code,"112214007","Oncogene protein P21, RAS","Oncogene protein K-RAS (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_8485009_hc_vs_substance_code,"8485009","Oncogene protein P210, BCR-ABL","Oncogene protein KS3 (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_20993003_hc_vs_substance_code,"20993003","Oncogene protein P53","Oncogene protein L-MYC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_4732006_hc_vs_substance_code,"4732006","Oncogene protein P55, V-MYC","Oncogene protein LYL (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_5910002_hc_vs_substance_code,"5910002","Oncogene protein PP60, V-SRC","Oncogene protein LYL1 (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_36461002_hc_vs_substance_code,"36461002","Oncogene protein TAL","Oncogene protein mas (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_2085008_hc_vs_substance_code,"2085008","Oncogene protein TCL","Oncogene protein met (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_21541003_hc_vs_substance_code,"21541003","Oncogene protein TCRD","Oncogene protein N-MYC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_44954009_hc_vs_substance_code,"44954009","Oncogene protein TCRG","Oncogene protein N-RAS (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_4925006_hc_vs_substance_code,"4925006","Oncogene protein V-ABC","Oncogene protein neu (substance)",5,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_30192000_hc_vs_substance_code,"30192000","Oncogene protein V-FMS","Oncogene protein P190, BCR-ABL (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_66235009_hc_vs_substance_code,"66235009","Oncogene protein bcl-1","Oncogene protein P21, RAS (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_112215008_hc_vs_substance_code,"112215008","Oncogene protein bcl-2","Oncogene protein P210, BCR-ABL (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_20515003_hc_vs_substance_code,"20515003","Oncogene protein c-ets","Oncogene protein P53 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_37462001_hc_vs_substance_code,"37462001","Oncogene protein c-fes","Oncogene protein P55, V-MYC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_60047004_hc_vs_substance_code,"60047004","Oncogene protein c-fms","Oncogene protein PP60, V-SRC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_44370001_hc_vs_substance_code,"44370001","Oncogene protein c-fos","Oncogene protein sis (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_43936003_hc_vs_substance_code,"43936003","Oncogene protein fins","Oncogene protein TAL (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_87167004_hc_vs_substance_code,"87167004","Oncogene protein int-2","Oncogene protein TCL (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_85997007_hc_vs_substance_code,"85997007","Oncogene protein mas","Oncogene protein TCRD (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_89064001_hc_vs_substance_code,"89064001","Oncogene protein met","Oncogene protein TCRG (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_10862004_hc_vs_substance_code,"10862004","Oncogene protein neu","Oncogene protein trk (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_33034000_hc_vs_substance_code,"33034000","Oncogene protein sis","Oncogene protein V-ABC (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_50912007_hc_vs_substance_code,"50912007","Oncogene protein trk","Oncogene protein V-FMS (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_405841006_hc_vs_substance_code,"405841006","Proto-oncogene tyrosine-protein kinase receptor RET","Proto-oncogene tyrosine-protein kinase receptor RET (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_32668001_hc_vs_substance_code,"32668001","Viral oncogene protein","Viral oncogene protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259626008_hc_vs_substance_code,"259626008","Placental isoferritin","Placental isoferritin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259628009_hc_vs_substance_code,"259628009","Placental protein 1","Placental protein 1 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259629001_hc_vs_substance_code,"259629001","Placental protein 2","Placental protein 2 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259630006_hc_vs_substance_code,"259630006","Placental protein 3","Placental protein 3 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259631005_hc_vs_substance_code,"259631005","Placental protein 4","Placental protein 4 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259632003_hc_vs_substance_code,"259632003","Placental protein 5","Placental protein 5 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259633008_hc_vs_substance_code,"259633008","Placental protein 6","Placental protein 6 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_259634002_hc_vs_substance_code,"259634002","Placental protein 7","Placental protein 7 (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_91309004_hc_vs_substance_code,"91309004","Acute phase reactant","Acute phase reactant (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_52454007_hc_vs_substance_code,"52454007","Albumin","Albumin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_34086003_hc_vs_substance_code,"34086003","Antithrombin III","Antithrombin III (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_116181003_hc_vs_substance_code,"116181003","Coagulation protein","Coagulation protein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_112133008_hc_vs_substance_code,"112133008","Immunoglobulin","Immunoglobulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_49010003_hc_vs_substance_code,"49010003","Paraprotein","Paraprotein (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_395744006_hc_vs_substance_code,"395744006","Buserelin","Buserelin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_709049009_hc_vs_substance_code,"709049009","Defensin beta","Defensin beta (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_37276002_hc_vs_substance_code,"37276002","Polypeptide hormone","Polypeptide hormone (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_715187001_hc_vs_substance_code,"715187001","Sonidegib","Sonidegib (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_710807004_hc_vs_substance_code,"710807004","Teduglutide","Teduglutide (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_425438001_hc_vs_substance_code,"425438001","Teriparatide","Teriparatide (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_66384003_hc_vs_substance_code,"66384003","Isophane insulin","Isophane insulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_372630008_hc_vs_substance_code,"372630008","Protamine","Protamine (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_53235000_hc_vs_substance_code,"53235000","Protamine zinc insulin","Protamine zinc insulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_67866001_hc_vs_substance_code,"67866001","Insulin","Insulin (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_102752003_hc_vs_substance_code,"102752003","Deoxypyridinoline","Deoxypyridinoline (substance)",5,,"base.snomed","http://snomed.info"
hc_base.subs_code_706931007_hc_vs_substance_code,"706931007","Free pyridinoline","Free pyridinoline (substance)",5,,"base.snomed","http://snomed.info"
